,eRNA,log2FC,p_value,q_value,-log10qval,rejected,Tissue
6,13:76589783-76595783,-2.580397259482787,1.8912384105584645e-131,1.4562535761300176e-129,128.83676299512922,True,Lung
7,4:54002594-54008594,-2.8192590195358838,5.401116131960596e-131,3.564736647093993e-129,128.44797254910483,True,Lung
8,ENSR00000164707,-2.5667270878425312,1.972964311726266e-130,1.1393868900219186e-128,127.94332878191628,True,Lung
9,ENSR00000243861,-2.7727696563486774,2.8100054099097276e-130,1.44246944375366e-128,127.84089337786008,True,Lung
10,ENSR00000193487,-2.6859834601667467,8.79629122764852e-130,4.063886547173616e-128,127.39105842489349,True,Lung
11,ENSR00000216272,-2.9565421390447697,2.335214916575289e-129,9.807902649616214e-128,127.00842385348474,True,Lung
12,8:38217049-38223049,-3.1048963600699104,3.197125284938295e-128,1.2308932347012435e-126,125.90977961529855,True,Lung
13,ENSR00000098608,-4.148809765837772,4.949501047349192e-128,1.7589765260579434e-126,125.75473995626257,True,Lung
14,ENSR00000224150,-2.8740894863223687,1.2117371445462691e-127,3.998732577002688e-126,125.3980776391812,True,Lung
15,ENSR00000243860,-2.498699556707079,2.069179689338317e-127,6.373073443162017e-126,125.19565107669098,True,Lung
16,ENSR00000243859,-2.4040177545479957,3.511950310739689e-126,1.0140756522260852e-124,123.99392964449109,True,Lung
17,1:148954104-148960104,-2.444766493321048,2.754853475612453e-125,7.486719445487959e-124,123.1257084411553,True,Lung
18,ENSR00000256952,-2.39269710608172,1.1749843364355202e-123,3.015793130184502e-122,121.5205984524245,True,Lung
19,ENSR00000020877,-2.3940004573063094,1.9374046793206418e-123,4.7109524307691395e-122,121.326891281064,True,Lung
20,ENSR00000012238,-2.2120416907699614,1.8128567748782903e-122,4.187699149968851e-121,120.37802452618173,True,Lung
21,4:54017263-54023263,-3.607250010884649,9.910491346216757e-122,2.1803080961676863e-120,119.66148213253703,True,Lung
22,ENSR00000195824,-2.030343573303314,3.800230934223341e-120,7.980484961869017e-119,118.09797071643573,True,Lung
23,4:54021691-54027691,-3.184010981799527,7.815762752417213e-119,1.569948865920327e-117,116.80411449256547,True,Lung
24,ENSR00000043973,-2.0276497721968463,9.038160945216323e-118,1.739845981954142e-116,115.75948919548061,True,Lung
25,ENSR00000212692,-2.3332382444612714,1.2609149582823497e-117,2.3301708429057822e-116,115.63261223630822,True,Lung
26,ENSR00000091626,-2.150155450074438,4.780138728221998e-117,8.493938817071396e-116,115.07089087161282,True,Lung
27,ENSR00000218547,-1.5108760260514944,6.978212868340132e-116,1.1940497574715337e-114,113.9229775752627,True,Lung
28,ENSR00000041252,-1.51226581525701,9.90421309690529e-116,1.6341951609893728e-114,113.78669607982346,True,Lung
29,ENSR00000270299,-2.1781368528774263,1.6526782740524966e-115,2.6328874572836324e-114,113.57956770440525,True,Lung
30,ENSR00000329454,-1.7237941711494664,1.0545544740199345e-114,1.624013889990699e-113,112.78941026061176,True,Lung
31,ENSR00000219466,-2.4124229058521456,5.112015997936494e-114,7.618552874344065e-113,112.11812751401108,True,Lung
32,ENSR00000328875,-2.4055265224956814,1.681335371526946e-113,2.427427942642028e-112,111.61485365310993,True,Lung
33,ENSR00000012237,-1.906993422434636,2.895567941477649e-113,4.0537951180687087e-112,111.39213820466637,True,Lung
34,ENSR00000118679,-1.5164515751226975,5.173380898953985e-112,7.02971169210806e-111,110.15306248623112,True,Lung
35,1:39612499-39618499,-2.5208312735591267,6.770016932942257e-111,8.93642235148378e-110,109.04883631386467,True,Lung
36,11:67617864-67623864,-2.583937451712401,1.0335434189310383e-110,1.326380720961499e-109,108.87733179924923,True,Lung
37,ENSR00000119748,-1.979120264210323,6.564647611081044e-109,7.397237064193761e-108,107.13093046294992,True,Lung
38,ENSR00000341179,-2.0288969148141787,1.105620366134341e-108,1.216182402747775e-107,106.9150012847951,True,Lung
39,19:36677323-36683323,-1.6683946596100514,1.6715351741372221e-108,1.7959284894218527e-107,106.74571096013408,True,Lung
40,ENSR00000177388,-1.955087774715228,1.0316995187032987e-107,1.0832844946384637e-106,105.96525747299044,True,Lung
41,ENSR00000025461,-1.7124080120969871,3.578455454055874e-106,3.5940139560300296e-105,104.44442024080104,True,Lung
42,ENSR00000048465,-2.157465615671745,1.8147887908258057e-105,1.7838987688543027e-104,103.7486297942286,True,Lung
43,ENSR00000048462,-2.221897153808812,2.704516976671424e-105,2.6030975900462453e-104,103.58450954989918,True,Lung
44,ENSR00000318780,-1.5381217204449054,1.959873993752697e-103,1.810923570227492e-102,101.74209987863618,True,Lung
45,ENSR00000280227,-1.9493152076408273,2.878175442707351e-103,2.6072883422172476e-102,101.58381093718258,True,Lung
46,ENSR00000191293,-1.518557245090766,1.1861625797004e-102,1.0538598304261245e-101,100.97721714901023,True,Lung
47,ENSR00000066198,-1.9712375025719926,1.2682944465697664e-102,1.1055698760664755e-101,100.95641380321548,True,Lung
48,ENSR00000177392,-1.6687953591261124,6.740913839454672e-102,5.767226284866775e-101,100.23903300812769,True,Lung
49,ENSR00000084886,-1.8918492504859579,7.723339519616333e-102,6.48760519647772e-101,100.18791558700408,True,Lung
50,ENSR00000298227,-2.2143454357280183,2.21816655450492e-101,1.7978823652303035e-100,99.74523872739849,True,Lung
51,ENSR00000308258,-2.068700545685216,9.069628684882957e-101,7.224428366234356e-100,99.14119651081522,True,Lung
52,ENSR00000306124,-1.8970052002371163,1.5129853346912752e-100,1.1847444485209646e-99,98.92637531764215,True,Lung
53,ENSR00000033973,-1.9932581742518864,2.2392115805238575e-100,1.7241929170033704e-99,98.76341414332413,True,Lung
54,ENSR00000006992,-1.9447119225490992,3.832789962508775e-99,2.856046713998474e-98,97.54423469344144,True,Lung
55,ENSR00000158163,-1.8987649393883057,5.612237287114839e-99,4.115640677217549e-98,97.38556254904897,True,Lung
56,ENSR00000048464,-1.989503486605891,7.877071801768885e-99,5.6862612069019137e-98,97.24517319422164,True,Lung
57,ENSR00000123167,-1.5833583044901025,1.587592905513085e-98,1.1284121882262235e-97,96.94753223158189,True,Lung
58,ENSR00000066197,-1.852313416883727,2.6468774021876468e-98,1.8528141815313528e-97,96.7321681338285,True,Lung
59,ENSR00000165816,-1.7701362535265381,3.412451876433564e-98,2.353063831212398e-97,96.6283662916224,True,Lung
60,ENSR00000048463,-1.9599649304288602,1.0154750063578594e-97,6.870698338135881e-97,96.16299911898332,True,Lung
61,ENSR00000170061,-2.222866419204483,1.0261432582930211e-97,6.870698338135881e-97,96.16299911898332,True,Lung
62,22:43152977-43158977,-1.745575933178467,1.4037122936712896e-97,9.264501138230512e-97,96.03317796099124,True,Lung
63,ENSR00000177797,-1.8631368689558876,1.550054250398099e-97,1.0086268502590447e-96,95.99626947484025,True,Lung
64,ENSR00000066199,-1.7783487573570331,1.6416339983933013e-97,1.0533818156357016e-96,95.97741418307103,True,Lung
65,ENSR00000007157,-2.0599008019159757,2.8017228355650453e-97,1.7731451370288368e-96,95.75125571469181,True,Lung
66,ENSR00000216522,-1.772753194662606,1.3343434739221149e-96,8.33063087772996e-96,95.07932210827603,True,Lung
67,ENSR00000306125,-1.904655280470265,5.058709563889881e-96,3.116165091356167e-95,94.50637954189622,True,Lung
68,ENSR00000260012,-1.942378942845573,7.729480744880416e-94,4.578230902736862e-93,92.33930230749904,True,Lung
69,ENSR00000013533,-1.6165204896377128,9.755392050783047e-94,5.705052060078187e-93,92.24374038817801,True,Lung
70,ENSR00000314177,-1.8681367729773972,1.3600886560636422e-93,7.854511988767533e-93,92.10488079307713,True,Lung
71,ENSR00000172592,-2.0557389304303033,6.494833686543895e-93,3.704460695287999e-92,91.4312750087666,True,Lung
72,ENSR00000329961,-1.7735221877332343,1.0886831786597797e-92,6.059899139046003e-92,91.2175346041704,True,Lung
73,ENSR00000136365,-1.8392690957447073,6.868478203838116e-92,3.733219917850835e-91,90.42791642574583,True,Lung
74,ENSR00000156405,-1.515519075706392,3.1205473359754274e-91,1.6382873513870994e-90,89.7856099217595,True,Lung
75,ENSR00000172593,-1.9258505689105014,3.109360077566777e-90,1.512130900879843e-89,88.82041061156691,True,Lung
76,ENSR00000022210,-1.8611188831331842,1.471740513234432e-89,7.082751219940703e-89,88.14979801243068,True,Lung
77,ENSR00000042045,-1.5373413748019311,1.2331886182483153e-87,5.8735375425847596e-87,86.23110025097122,True,Lung
78,8:629756-635756,-1.8707863270937237,2.2305961783013225e-87,1.0515667697706235e-86,85.97816314635159,True,Lung
79,ENSR00000035665,-1.5889357063378187,1.1083061902418058e-84,5.019975096977592e-84,83.29929843729164,True,Lung
80,17:64121472-64127472,-1.604022060073985,3.3734244638939543e-84,1.4985789445375066e-83,82.82432037365665,True,Lung
81,ENSR00000307817,-1.5340995826941748,5.29510373419963e-82,2.2443467203671826e-81,80.64891004977306,True,Lung
82,ENSR00000037151,-3.1309760297661198,7.798769643208708e-82,3.2754832501476576e-81,80.48472461707986,True,Lung
83,ENSR00000197051,-1.5973685768931885,3.081871150246921e-81,1.2827247490216916e-80,79.89186652585869,True,Lung
84,ENSR00000282730,-1.7386823192383964,2.768135300613165e-80,1.131750892817064e-79,78.9462491542258,True,Lung
85,ENSR00000197050,-1.530469370725635,4.538583884142492e-78,1.7620384491376737e-77,76.75398461915545,True,Lung
86,ENSR00000163599,-1.7461668593167816,7.163619427293719e-78,2.757993479508082e-77,76.55940676492486,True,Lung
87,ENSR00000132475,-1.5776136876619609,1.5355400055252262e-77,5.767638069533777e-77,76.23900200025396,True,Lung
88,ENSR00000304730,-1.66798116725383,4.211903325810251e-76,1.5202338566596376e-75,74.81808959965736,True,Lung
89,ENSR00000143580,-1.5521490662218573,5.946387276541667e-76,2.1296363734591088e-75,74.6716945442052,True,Lung
90,2:236571406-236577406,-1.5402918684585463,2.0658992139125357e-75,7.341887975596857e-75,74.13419224635767,True,Lung
91,ENSR00000288096,-1.508254277656706,2.5500546954362907e-75,8.993322666347834e-75,74.04607982450042,True,Lung
92,3:195897871-195903871,-1.5158776684925115,3.8222214539263076e-75,1.3277190313638752e-74,73.87689381957527,True,Lung
93,6:11318126-11324126,-1.629979854191318,3.970646864103356e-73,1.3103134651541074e-72,71.88262479602245,True,Lung
94,ENSR00000146806,-1.507452561150064,1.0080839615056916e-72,3.303083618550564e-72,71.4810804318746,True,Lung
95,ENSR00000146805,-1.6488248420979168,7.742740270485076e-72,2.5191169049042996e-71,70.59875167768777,True,Lung
96,ENSR00000193109,-1.574656921895133,7.121453327632766e-71,2.238171045827441e-70,69.65010672682445,True,Lung
97,ENSR00000146804,-1.5816542411936805,1.7387583115519116e-70,5.427745540114752e-70,69.26538052083441,True,Lung
98,ENSR00000260646,-1.5213892666055182,2.006106696543165e-69,6.05765551505191e-69,68.21769542763009,True,Lung
99,ENSR00000164478,-1.698161837431411,3.753486755349879e-67,1.0838193006072776e-66,65.96504311935739,True,Lung
100,ENSR00000161965,-1.6001595704851288,6.31752525464425e-65,1.737319445027169e-64,63.760120319458956,True,Lung
101,ENSR00000164479,-1.64630684365955,5.5217047050465865e-64,1.4577300421322988e-63,62.836322895817496,True,Lung
102,1:205441121-205447121,-1.9439677226347845,9.22417370048847e-61,2.3035504052030667e-60,59.63760228028039,True,Lung
103,ENSR00000216620,-1.507346933417373,5.664613326588333e-60,1.3846832576104814e-59,58.858649558876735,True,Lung
104,ENSR00000236796,-1.9664782159701566,9.35116509885493e-59,2.215506808036399e-58,57.654526911085725,True,Lung
105,ENSR00000092011,-1.6063861158697914,2.2300807123419573e-58,5.203521662131234e-58,57.283702633141374,True,Lung
106,ENSR00000307782,-1.5086083838854467,7.095521144713281e-26,1.0506829387363898e-25,24.97852831987229,True,Lung
0,ENSR00000314177,-3.4445747660032207,1.4657104616284935e-108,4.998072674153162e-106,105.30119743333277,True,Skin
1,ENSR00000026484,-4.003956727706429,3.4143154747677606e-107,4.551083183287852e-105,104.34188522652113,True,Skin
2,ENSR00000258819,-3.982884383033844,5.338513997991615e-107,4.551083183287852e-105,104.34188522652113,True,Skin
3,ENSR00000041252,-2.3299871066692996,4.563825489922001e-107,4.551083183287852e-105,104.34188522652113,True,Skin
4,ENSR00000010575,-2.680894178560817,2.1167859873531241e-106,1.4436480433748304e-104,103.84053867342232,True,Skin
5,ENSR00000098345,-4.80582953874862,1.2630482452848598e-105,7.178324194035619e-104,103.14397693155567,True,Skin
6,ENSR00000306266,-4.206160513203238,5.597934215193314e-105,2.7269936676870287e-103,102.5643158705262,True,Skin
7,ENSR00000079432,-3.6963673862644852,1.4534322252747267e-104,6.195254860233522e-103,102.20794082292531,True,Skin
8,ENSR00000328997,-2.492915892415765,1.6903222090184887e-104,6.404443036392273e-103,102.1935186327794,True,Skin
9,ENSR00000094394,-2.858965656810094,1.0436504559221126e-103,3.5588480546944036e-102,101.44869055383838,True,Skin
10,ENSR00000026082,-2.1375776921247343,1.7227575771933974e-103,5.340548489299532e-102,101.27241413742021,True,Skin
11,ENSR00000036930,-2.4678321140943384,3.821516253913898e-102,1.0024131096804916e-100,99.99895326222074,True,Skin
12,ENSR00000057216,-3.472072359291743,3.792371901296213e-102,1.0024131096804916e-100,99.99895326222074,True,Skin
13,ENSR00000115689,-2.1479374900076884,5.4132190465700356e-102,1.249581566419006e-100,99.90323539004612,True,Skin
14,ENSR00000258722,-2.0111659186843736,5.496693107414982e-102,1.249581566419006e-100,99.90323539004612,True,Skin
15,ENSR00000043149,-2.8499531541768426,1.5717270588314827e-101,3.3497432941345974e-100,99.47498847362361,True,Skin
16,ENSR00000012237,-2.668507235867896,2.9042075904068434e-101,5.501859935159631e-100,99.25949046995534,True,Skin
17,ENSR00000079431,-3.3857104451044155,2.8276878768358202e-101,5.501859935159631e-100,99.25949046995534,True,Skin
18,ENSR00000038731,-3.668747941628699,6.809997611511963e-101,1.1841452237855092e-99,98.9265950323926,True,Skin
19,ENSR00000129352,-1.5975695118269093,6.945133277334365e-101,1.1841452237855092e-99,98.9265950323926,True,Skin
20,ENSR00000211706,-1.925728734943163,1.542723652399016e-100,2.5050893593717353e-99,98.60117677774488,True,Skin
21,ENSR00000115690,-1.9890360996142211,1.1191082691730829e-99,1.7346178172182786e-98,97.76079619704414,True,Skin
22,ENSR00000047484,-2.4150383019361614,3.11397684276086e-99,4.6168091451367536e-98,97.33565807843287,True,Skin
23,ENSR00000189170,-1.897860125561051,7.0017142875208955e-99,9.948269050185937e-98,97.00225247778177,True,Skin
24,ENSR00000263062,-2.0210699242215506,8.01797115525669e-99,1.0936512655770125e-97,96.96112114014161,True,Skin
25,ENSR00000317983,-1.8975668194659947,8.515629722977868e-99,1.1168575905905588e-97,96.95200219981508,True,Skin
26,ENSR00000043150,-2.694439914752684,1.2451764489963596e-98,1.572611737436143e-97,96.80337848723218,True,Skin
27,ENSR00000037509,-1.9793350601194493,4.235393665962825e-98,4.980238758942494e-97,96.30274983611466,True,Skin
28,ENSR00000012140,-2.367429095508383,4.634209243969405e-98,5.267551173978557e-97,96.27839123655166,True,Skin
29,ENSR00000084375,-3.5307865786756545,5.740436858164872e-98,6.314480543981359e-97,96.1996623705499,True,Skin
30,ENSR00000011940,-2.6733835187697834,1.0926699907890385e-97,1.1643764589345691e-96,95.93390658359922,True,Skin
31,7:43612394-43618394,-1.8295130328602411,3.8782706733298735e-97,4.007546362440869e-96,95.39712144468541,True,Skin
32,ENSR00000066199,-2.9350155420780033,1.2433446459846343e-95,1.2470015420022362e-94,93.90413300948646,True,Skin
33,ENSR00000232019,-2.581190125204291,2.3666208224425788e-95,2.3057648584369124e-94,93.63718498407093,True,Skin
34,ENSR00000333924,-2.583609385179567,2.4466728886707973e-95,2.3175429306576163e-94,93.6349722121457,True,Skin
35,20:52073511-52079511,-2.141996574744826,2.653921341504649e-95,2.445911290413744e-94,93.61155929823286,True,Skin
36,ENSR00000239995,-2.130294651747535,4.321286946858589e-95,3.8777864444178396e-94,93.4114161118547,True,Skin
37,6:13297186-13303186,-3.0486998258534546,6.554280960279481e-94,5.730794378090521e-93,92.24178517382504,True,Skin
38,ENSR00000334367,-3.3729999228938463,6.836181446425224e-94,5.827844683077504e-93,92.23449203105805,True,Skin
39,ENSR00000014716,-3.2393772973203254,1.4246508192040198e-93,1.1848925106062701e-92,91.92632104557617,True,Skin
40,ENSR00000092144,-3.011023551689892,3.184872445169857e-93,2.5646793258654726e-92,91.59096692907589,True,Skin
41,ENSR00000253851,-2.247349694401699,8.113729880613126e-93,6.288140657475172e-92,91.20147775226094,True,Skin
42,5:138939407-138945407,-1.6794896927794856,5.244925611598975e-92,3.9744880745672235e-91,90.40071880177685,True,Skin
43,ENSR00000066198,-2.796818019298215,7.376733113684379e-92,5.468404329926898e-91,90.26213938149189,True,Skin
44,ENSR00000265454,-1.819644891904252,7.593876160952128e-92,5.509599512520587e-91,90.25887996844833,True,Skin
45,ENSR00000053727,-2.0415025156524287,2.3170003018881827e-91,1.646035631133063e-90,89.78356076800772,True,Skin
46,ENSR00000149479,-2.1521278344769272,2.6391643490023706e-91,1.8366429449179762e-90,89.73597526510078,True,Skin
47,ENSR00000033973,-2.2141615561265073,6.533900264188046e-90,4.456119980176247e-89,88.35104312438123,True,Skin
48,ENSR00000301957,-2.8499482585207048,1.6062711512862345e-89,1.0739969854678548e-88,87.96899693762764,True,Skin
49,ENSR00000066197,-2.62533060503571,2.169401060226625e-89,1.4226264644947676e-88,87.84690911657368,True,Skin
50,ENSR00000211832,-2.204088757608817,3.1018366601864887e-89,1.995710002119986e-88,87.69990256606926,True,Skin
51,4:17479163-17485163,-2.1147911434040028,4.847823839420299e-89,3.0613109800783745e-88,87.51409255081039,True,Skin
52,ENSR00000175995,-2.0609597398803774,1.7304803090735022e-88,1.0728977916255714e-87,86.96944164862795,True,Skin
53,ENSR00000031041,-1.583131818392372,1.973976951112566e-88,1.2020109648739019e-87,86.92009157063401,True,Skin
54,ENSR00000211831,-2.093722548674237,3.905880191447568e-88,2.3366756934800364e-87,86.63140155902647,True,Skin
55,ENSR00000142648,-2.353695776381339,4.119650192574566e-88,2.4220701994274603e-87,86.61581327375194,True,Skin
56,ENSR00000017505,-1.5409066794475919,5.09749922486516e-88,2.9461817553881685e-87,86.53074046423906,True,Skin
57,2:159238398-159244398,-2.030104893755313,6.001365572940992e-88,3.4107761006214634e-87,86.46714678878847,True,Skin
58,ENSR00000155787,-2.219808896369327,2.5451058933195694e-87,1.4227559174130706e-86,85.84686959943286,True,Skin
59,ENSR00000305257,-2.2092291555275914,3.944129388208082e-87,2.169271163514445e-86,85.66368615685751,True,Skin
60,ENSR00000240266,-1.9943361619802025,1.2361134597904269e-86,6.690709361722786e-86,85.17452783506475,True,Skin
61,ENSR00000020877,-1.84269678004581,1.3641543420018273e-86,7.268384853478486e-86,85.13856208531048,True,Skin
62,ENSR00000300734,-2.1295295854631737,2.037174105900422e-86,1.0687328770954521e-85,84.97113083033865,True,Skin
63,ENSR00000309925,-1.5767182308303433,2.1026914610934334e-86,1.0863905882316073e-85,84.96401400548697,True,Skin
64,ENSR00000256952,-1.8308907873892883,3.1167238743675767e-86,1.5862728972527517e-85,84.79962209597447,True,Skin
65,ENSR00000243144,-1.6134782519804514,7.00939369957838e-86,3.515004781700334e-85,84.4540740798434,True,Skin
66,ENSR00000240267,-2.137945051700767,2.667786580954336e-85,1.2995931772934693e-84,83.88619257731442,True,Skin
67,ENSR00000216088,-1.5824231036785281,8.144525650617713e-85,3.911666544874141e-84,83.40763817430712,True,Skin
68,ENSR00000146558,-2.892021557241918,1.091114212409429e-84,5.167638144883546e-84,83.28670790468448,True,Skin
69,ENSR00000130992,-1.8040363919506168,4.875265664917598e-84,2.2166207889825344e-83,82.654308597972,True,Skin
70,ENSR00000191818,-1.710814904613213,6.705739624003645e-84,3.0087594891911092e-83,82.52161252701293,True,Skin
71,ENSR00000319047,-1.6969846646504174,2.9749198463079747e-83,1.3174645033649603e-82,81.88026107721629,True,Skin
72,ENSR00000240268,-1.8856187784834417,5.687457132436574e-83,2.486439592513938e-82,81.60442208738955,True,Skin
73,21:46580904-46586904,-1.9014656709140754,1.0421952239992364e-82,4.4985895111865776e-82,81.34692363367593,True,Skin
74,ENSR00000240269,-1.8655945098942552,2.6341420208339295e-82,1.1228030363804623e-81,80.94969642157955,True,Skin
75,ENSR00000114581,-1.6380427654423049,2.7827284937413395e-82,1.1714943411923416e-81,80.93125980488595,True,Skin
76,ENSR00000337480,-1.8550349043231626,6.944513599952003e-82,2.8531073946790757e-81,80.54468188062519,True,Skin
77,ENSR00000144337,-1.9274265897896574,1.8261190001757488e-81,7.413173560237266e-81,80.12999583188002,True,Skin
78,ENSR00000061665,-1.6666404624873403,1.014857301752051e-79,3.932572044289198e-79,78.40532331240445,True,Skin
79,9:127097470-127103470,-1.9402992116359699,1.7289655062092405e-79,6.62446334401518e-79,78.17884929870031,True,Skin
80,ENSR00000282063,-1.6921385214853881,8.119121308313069e-79,3.0424399627854467e-78,77.51677798305295,True,Skin
81,ENSR00000216845,-1.7313711103860552,8.97874543613721e-79,3.327991514916075e-78,77.47781778966191,True,Skin
82,ENSR00000060908,-1.6443168041385814,5.486225344015183e-78,1.9692661497991345e-77,76.70569558422864,True,Skin
83,ENSR00000090018,-1.6681882131485255,6.374911378240672e-78,2.264421645812572e-77,76.64504270230712,True,Skin
84,ENSR00000187000,-1.524790200637511,2.757664556815026e-77,9.595547080346162e-77,76.01793025936496,True,Skin
85,ENSR00000123167,-1.524437232861669,3.830900306731279e-77,1.306337004595366e-76,75.88394477072107,True,Skin
86,ENSR00000148474,-1.6800769964168973,3.818178971926675e-77,1.306337004595366e-76,75.88394477072107,True,Skin
87,ENSR00000060909,-1.6258598647327942,4.1072983218086155e-77,1.3867215126106315e-76,75.85801074705942,True,Skin
88,ENSR00000218550,-1.5326010031102137,3.1559538519851495e-74,1.0057759472214355e-73,72.99749875459092,True,Skin
89,ENSR00000167396,-1.686412889487575,5.556771577746188e-74,1.7384028513866513e-73,72.75984957434258,True,Skin
90,ENSR00000218551,-1.5763009804488672,1.1056304044627989e-73,3.427454253834677e-73,72.46502833301977,True,Skin
91,ENSR00000168733,-2.2417783541698038,4.2200192350460846e-73,1.2848451420988527e-72,71.89114921317683,True,Skin
92,ENSR00000021137,-1.5955642637507237,7.213469261637269e-72,2.084570354422295e-71,70.68098344281556,True,Skin
93,8:629756-635756,-1.717170296068155,1.893203939483738e-70,5.425063389613064e-70,69.26559518289909,True,Skin
94,12:22326820-22332820,-1.7782907039996527,2.5893790732383215e-70,7.358152199785564e-70,69.13323123324267,True,Skin
95,ENSR00000256748,-1.786024248522463,6.081496220595827e-70,1.7138762076224603e-69,68.76602055014213,True,Skin
96,ENSR00000230605,-1.7815686752246918,6.195589186967826e-69,1.6901567302048228e-68,67.77207302088512,True,Skin
97,22:38017128-38023128,-1.8841847017510593,2.9658040407817473e-68,7.901087327395123e-68,67.1023131381028,True,Skin
98,ENSR00000011926,-1.8695259060225997,3.2973542236226755e-68,8.716261939963818e-68,67.0596697268687,True,Skin
99,ENSR00000195227,-1.9628580636370847,1.2395803654727233e-67,3.2515146509707587e-67,66.48791428476805,True,Skin
100,1:116485310-116491310,-1.8595407170396443,2.2985920113972838e-67,5.983357831194456e-67,66.22305502365533,True,Skin
101,ENSR00000179202,-2.0770015570822533,4.211807146528115e-67,1.0798693511023213e-66,65.96662878481635,True,Skin
102,ENSR00000314379,-2.076913584963853,4.211807146528115e-67,1.0798693511023213e-66,65.96662878481635,True,Skin
103,ENSR00000062625,-1.6715741923988752,9.265560909686703e-66,2.340412052002345e-65,64.63070767414676,True,Skin
104,ENSR00000229548,-1.7301280893609186,4.512939175947828e-65,1.1151538108682679e-64,63.952665227141026,True,Skin
105,ENSR00000074634,-1.5639293210848555,4.5547971397937006e-65,1.1173998738630588e-64,63.9517913820009,True,Skin
106,ENSR00000206092,-1.7094952977646105,3.514846972108672e-64,8.323352899229563e-64,63.07970169146113,True,Skin
107,ENSR00000257014,-1.9697714616574444,2.9987780234554504e-63,6.909346662150733e-63,62.160563016943804,True,Skin
108,ENSR00000229547,-1.6554632914618608,2.3063691142302153e-62,5.208422966572871e-62,61.283293754741365,True,Skin
109,ENSR00000304731,-1.9498353159040747,1.1843237311084303e-54,2.2816632333783884e-54,53.64174845574532,True,Skin
110,ENSR00000119678,-1.5536037048551958,2.2757539573889874e-54,4.3353748573723167e-54,53.36297334537348,True,Skin
111,ENSR00000300474,-1.8973416032543584,4.8376996940826666e-54,9.164753309345496e-54,53.037879220590675,True,Skin
112,ENSR00000329983,-1.639829897159342,3.047621683226499e-53,5.6480380107621535e-53,52.24810238918559,True,Skin
113,ENSR00000304730,-1.7778448611007802,4.675377393802914e-53,8.617857790739427e-53,52.06460067678359,True,Skin
114,ENSR00000060540,-1.6349827249751094,1.944086455867517e-42,2.8949060325363466e-42,41.53836552872869,True,Skin
